stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
14001688,,"Berghella",,64.045553,-21.991903,,,0,,,,
14001689,,"Steinhella",,64.047713,-21.994591,,,0,,,,
14001690,,"Rauðhella",,64.047181,-22.000596,,,0,,,,
14001691,,"Breiðhella",,64.041552,-22.002734,,,0,,,,
14001692,,"Álfhella",,64.037009,-22.006027,,,0,,,,
14001693,,"Dranghella",,64.037932,-21.99454,,,0,,,,
14001694,,"Einhella",,64.04044,-21.992239,,,0,,,,
14001695,,"Gjáhella",,64.045661,-22.000308,,,0,,,,
14001696,,"Hamranes",,64.04328543517,-21.957624142137,,,0,,,,
14001697,,"Skarðshlíð",,64.0436622356166,-21.9567354837356,,,0,,,,
14001698,,"Ásvallalaug",,64.05250971877328,-21.97445066322145,,,1,,,,
16031307,,"Eyvindarstaðavegur",,64.1061277550452,-22.009885198667,,,0,,,,
16031308,,"Túngata",,64.109385,-22.012975,,,0,,,,
16031309,,"Jörfavegur",,64.114948,-22.005857,,,0,,,,
16031310,,"Túngata",,64.109253,-22.012978,,,0,,,,
16031311,,"Sjávargata",,64.109517,-22.018227,,,0,,,,
16031312,,"Hólmatún",,64.108251,-22.021435,,,0,,,,
16031313,,"Mýrarkot",,64.104417,-22.027198,,,0,,,,
16031314,,"Klukkuholt",,64.10216,-22.026917,,,0,,,,
16031315,,"Höfðabraut",,64.100105,-22.025576,,,0,,,,
16031317,,"Brekkuland",,64.100621,-22.019045,,,0,,,,
16031318,,"Höfðabraut",,64.100226,-22.025543,,,0,,,,
16031319,,"Brekkuland",,64.100562,-22.018891,,,0,,,,
16031320,,"Álftanesskóli",,64.102341,-22.017874,,,0,,,,
16031321,,"Bessastaðir",,64.102592,-22.009632,,,0,,,,
16031322,,"Bessastaðir",,64.1025974321652,-22.0098531589104,,,0,,,,
16031323,,"Klukkuholt",,64.102224,-22.02678,,,0,,,,
16031324,,"Mýrarkot",,64.104473,-22.027019,,,0,,,,
16031325,,"Hólmatún",,64.108264,-22.021144,,,0,,,,
16031326,,"Sjávargata",,64.109501,-22.017855,,,0,,,,
16031327,,"Eyvindarstaðavegur",,64.106082,-22.009842,,,0,,,,
16040604,,"Skálatún",,64.15955,-21.725659,,,0,,,,
16040606,,"Klapparhlíð",,64.163149,-21.727952,,,0,,,,
16040607,,"Bollatangi",,64.168511,-21.717552,,,0,,,,
16040608,,"Brekkutangi",,64.169358,-21.714603,,,0,,,,
16040609,,"Álfatangi",,64.1700323065465,-21.7081721206792,,,0,,,,
16040610,,"Skeiðholt",,64.1696206480061,-21.6996765174318,,,0,,,,
16040611,,"Varmárskóli",,64.169867,-21.692703,,,0,,,,
16040612,,"Háholt",,64.167206,-21.694366,,,0,,,,
